ROUTE_ID;ROUTE_START_TIME;ROUTE_END_TIME
35126731;09.03.2020 15:48:57;09.03.2020 22:12:58
35126733;09.03.2020 07:26:55;09.03.2020 16:35:46
35126741;09.03.2020 11:11:07;09.03.2020 14:30:40
35126742;09.03.2020 12:58:02;09.03.2020 17:35:51
35126755;09.03.2020 13:33:51;09.03.2020 20:36:06
35126756;09.03.2020 09:24:19;09.03.2020 14:16:56
35126761;09.03.2020 05:51:25;09.03.2020 13:49:54
35126766;09.03.2020 09:39:08;09.03.2020 13:53:20
35126767;09.03.2020 14:30:45;09.03.2020 21:34:31
35126780;09.03.2020 14:08:14;09.03.2020 20:57:43
35126784;09.03.2020 09:23:23;09.03.2020 14:22:19
35126785;09.03.2020 09:30:15;09.03.2020 14:37:15
35126786;09.03.2020 14:24:25;09.03.2020 21:27:56
35126792;09.03.2020 09:30:44;09.03.2020 12:49:21
35126794;09.03.2020 14:46:59;09.03.2020 22:38:51
35126808;09.03.2020 06:46:41;09.03.2020 16:28:58
35126824;09.03.2020 05:49:02;09.03.2020 14:41:54
35126831;09.03.2020 10:12:05;09.03.2020 14:21:50
35126833;09.03.2020 13:49:13;09.03.2020 23:21:50
35126845;09.03.2020 20:08:24;09.03.2020 21:49:53
35126846;09.03.2020 15:14:25;09.03.2020 18:54:57
35126850;09.03.2020 10:24:20;09.03.2020 13:51:35
35126852;09.03.2020 14:14:23;09.03.2020 23:08:38
35126858;09.03.2020 00:37:49;09.03.2020 03:24:12
35126867;09.03.2020 09:15:04;09.03.2020 15:48:40
35126871;09.03.2020 15:17:25;09.03.2020 21:08:10
35126889;09.03.2020 11:06:07;09.03.2020 14:02:02
35126892;09.03.2020 12:54:28;09.03.2020 19:05:55
35126912;09.03.2020 06:50:02;09.03.2020 15:48:28
35126916;09.03.2020 15:05:48;09.03.2020 23:33:33
35126923;09.03.2020 09:53:20;09.03.2020 13:53:47
35126927;09.03.2020 05:52:38;09.03.2020 16:07:11
35126930;09.03.2020 13:07:16;09.03.2020 16:03:20
35126931;09.03.2020 14:33:51;09.03.2020 17:41:44
35126934;09.03.2020 10:08:05;09.03.2020 13:43:47
35126964;09.03.2020 09:44:20;09.03.2020 14:51:00
35126969;09.03.2020 15:05:42;09.03.2020 22:07:06
35126979;09.03.2020 13:10:10;09.03.2020 16:18:47
35126980;09.03.2020 11:13:30;09.03.2020 14:08:34
35126996;09.03.2020 08:57:47;09.03.2020 13:37:38
35126998;09.03.2020 14:07:20;09.03.2020 23:18:26
35127029;09.03.2020 14:03:54;09.03.2020 20:13:17
35127030;09.03.2020 09:27:25;09.03.2020 13:12:08
35127031;09.03.2020 11:44:33;09.03.2020 15:07:54
35127038;09.03.2020 14:51:01;09.03.2020 21:54:46
35127041;09.03.2020 07:02:56;09.03.2020 12:26:11
35216475;10.03.2020 06:51:35;10.03.2020 15:46:35
35216478;10.03.2020 12:29:53;10.03.2020 19:26:23
35216479;10.03.2020 17:58:33;10.03.2020 21:57:47
35216484;10.03.2020 22:34:16;10.03.2020 23:40:38
35216500;10.03.2020 07:09:55;10.03.2020 14:09:11
35216501;10.03.2020 14:30:43;10.03.2020 21:32:35
35216511;10.03.2020 08:08:35;10.03.2020 14:54:21
35216513;10.03.2020 14:28:07;10.03.2020 23:05:35
35216519;10.03.2020 13:13:26;10.03.2020 21:33:04
35216523;10.03.2020 06:17:28;10.03.2020 14:44:42
35216535;10.03.2020 14:11:16;10.03.2020 23:19:41
35216540;10.03.2020 07:22:46;10.03.2020 19:50:32
35216549;10.03.2020 08:00:47;10.03.2020 13:34:47
35216550;10.03.2020 06:23:17;10.03.2020 15:38:05
35216558;10.03.2020 07:22:27;10.03.2020 19:24:30
35216569;10.03.2020 00:03:38;10.03.2020 07:44:16
35216570;10.03.2020 18:18:30;11.03.2020 00:38:21
35216578;10.03.2020 08:38:35;10.03.2020 16:28:25
35216582;10.03.2020 06:35:27;10.03.2020 18:02:50
35216586;10.03.2020 17:41:17;10.03.2020 23:12:32
35216591;10.03.2020 22:12:36;10.03.2020 23:20:23
35216592;10.03.2020 15:09:20;10.03.2020 21:41:37
35216596;10.03.2020 06:36:16;10.03.2020 15:02:59
35216605;10.03.2020 15:03:35;10.03.2020 22:49:16
35216607;10.03.2020 07:16:11;10.03.2020 14:41:21
35216620;10.03.2020 07:43:25;10.03.2020 15:55:58
35216622;10.03.2020 15:41:01;10.03.2020 23:40:23
35216623;10.03.2020 06:19:44;10.03.2020 19:41:32
35216634;10.03.2020 07:05:19;10.03.2020 10:27:19
35216635;10.03.2020 22:31:12;11.03.2020 00:08:05
35216636;10.03.2020 08:53:36;10.03.2020 16:04:28
35216638;10.03.2020 16:46:47;10.03.2020 22:59:50
35216655;10.03.2020 15:48:17;10.03.2020 23:52:53
35216656;10.03.2020 06:24:59;10.03.2020 16:35:17
35216657;10.03.2020 07:26:35;10.03.2020 16:12:18
35216659;10.03.2020 14:22:12;10.03.2020 21:26:38
35216660;10.03.2020 07:31:05;10.03.2020 13:56:53
35216667;10.03.2020 15:24:17;11.03.2020 01:35:51
35216671;10.03.2020 14:04:27;10.03.2020 17:15:11
35216674;10.03.2020 14:35:05;10.03.2020 21:51:36
35216676;10.03.2020 07:30:38;10.03.2020 14:52:02
35216681;10.03.2020 14:54:14;10.03.2020 23:12:17
35216688;10.03.2020 07:55:27;10.03.2020 15:48:44
35216692;10.03.2020 07:29:15;10.03.2020 14:16:20
35216705;10.03.2020 17:34:24;11.03.2020 01:20:39
35216708;10.03.2020 22:18:48;10.03.2020 23:54:30
35216715;10.03.2020 07:44:25;10.03.2020 16:43:44
35216725;10.03.2020 13:39:49;10.03.2020 22:00:48
35216727;10.03.2020 07:18:15;10.03.2020 13:32:42
35216753;10.03.2020 07:19:41;10.03.2020 15:03:06
35216756;10.03.2020 14:56:06;10.03.2020 21:54:50
35216765;10.03.2020 10:16:28;10.03.2020 16:22:42
35216766;10.03.2020 15:33:57;10.03.2020 22:30:14
35216775;10.03.2020 07:04:42;10.03.2020 15:27:01
35216778;10.03.2020 15:17:23;10.03.2020 23:31:48
35216787;10.03.2020 16:27:34;10.03.2020 22:14:01
35216788;10.03.2020 21:47:19;10.03.2020 23:31:13
35216799;10.03.2020 07:20:50;10.03.2020 14:19:55
35216802;10.03.2020 15:49:42;10.03.2020 21:36:41
35216803;10.03.2020 05:14:26;10.03.2020 15:38:50
35216828;10.03.2020 13:36:46;10.03.2020 19:00:03
35216831;10.03.2020 07:42:17;10.03.2020 13:48:13
35216833;10.03.2020 13:11:08;10.03.2020 22:29:57
35216845;10.03.2020 13:14:41;10.03.2020 21:52:25
35216846;10.03.2020 09:22:36;10.03.2020 15:17:35
35216847;10.03.2020 13:46:32;10.03.2020 21:59:50
35216851;10.03.2020 07:24:39;10.03.2020 14:45:53
35216852;10.03.2020 15:05:59;10.03.2020 22:36:58
35216864;10.03.2020 06:13:12;10.03.2020 15:09:31
35216865;10.03.2020 01:01:05;10.03.2020 03:58:14
35216868;10.03.2020 12:33:08;10.03.2020 15:49:49
35216869;10.03.2020 15:25:33;10.03.2020 20:51:19
35216870;10.03.2020 14:09:24;10.03.2020 21:15:37
35216882;10.03.2020 20:52:43;10.03.2020 21:45:59
35216885;10.03.2020 15:35:48;11.03.2020 00:24:00
35216887;10.03.2020 07:44:23;10.03.2020 15:51:58
35216891;10.03.2020 20:54:02;10.03.2020 21:54:24
35216909;10.03.2020 07:41:40;10.03.2020 14:52:11
35216921;10.03.2020 14:57:59;11.03.2020 00:07:16
35216924;10.03.2020 08:02:40;10.03.2020 20:13:51
35216945;10.03.2020 07:41:16;10.03.2020 16:43:33
35216955;10.03.2020 06:18:28;10.03.2020 13:40:58
35216956;10.03.2020 14:07:12;10.03.2020 22:38:05
35216962;10.03.2020 21:14:41;10.03.2020 23:11:54
35216976;10.03.2020 07:28:16;10.03.2020 16:51:43
35216982;10.03.2020 19:01:31;10.03.2020 22:44:46
35216984;10.03.2020 13:51:04;10.03.2020 18:58:23
35216994;10.03.2020 15:06:59;10.03.2020 21:22:31
35216995;10.03.2020 06:26:13;10.03.2020 15:18:05
35217000;10.03.2020 05:44:27;10.03.2020 14:59:18
35217004;10.03.2020 06:08:17;10.03.2020 13:31:55
35217017;10.03.2020 14:34:11;10.03.2020 22:28:27
35217022;10.03.2020 21:41:32;10.03.2020 23:17:57
35217037;10.03.2020 14:51:17;10.03.2020 22:37:37
35217042;10.03.2020 08:02:17;10.03.2020 16:57:36
35217048;10.03.2020 13:12:05;10.03.2020 22:19:17
35217059;10.03.2020 15:19:00;10.03.2020 20:25:54
35217060;10.03.2020 20:59:43;10.03.2020 22:29:27
35217062;10.03.2020 14:10:29;10.03.2020 17:24:05
35217063;10.03.2020 06:05:34;10.03.2020 16:02:35
35217083;10.03.2020 06:15:34;10.03.2020 15:07:07
35217084;10.03.2020 13:53:19;10.03.2020 18:39:00
35217093;10.03.2020 06:35:44;10.03.2020 16:40:13
35217096;10.03.2020 15:29:38;10.03.2020 19:01:03
35217102;10.03.2020 01:04:49;10.03.2020 06:29:35
35217103;10.03.2020 14:18:42;10.03.2020 21:00:25
35217104;10.03.2020 20:24:35;10.03.2020 22:16:25
35217115;10.03.2020 14:59:28;10.03.2020 22:27:18
35217117;10.03.2020 08:02:19;10.03.2020 13:20:56
35217126;10.03.2020 15:51:56;10.03.2020 20:33:51
35217128;10.03.2020 07:18:51;10.03.2020 14:52:14
35217133;10.03.2020 00:59:16;10.03.2020 04:11:44
35217134;10.03.2020 04:21:37;10.03.2020 07:18:34
35217136;10.03.2020 22:02:50;10.03.2020 23:41:33
35217138;10.03.2020 03:29:22;10.03.2020 05:33:45
35217147;10.03.2020 07:25:43;10.03.2020 15:18:06
35217148;10.03.2020 15:15:13;10.03.2020 22:28:28
35217164;10.03.2020 15:01:18;10.03.2020 23:08:13
35217165;10.03.2020 06:31:50;10.03.2020 10:31:04
35217166;10.03.2020 09:13:56;10.03.2020 15:01:03
35217167;10.03.2020 06:47:46;10.03.2020 15:08:49
35217168;10.03.2020 16:15:10;10.03.2020 19:54:38
35217176;10.03.2020 21:25:47;10.03.2020 22:57:53
35217184;10.03.2020 00:42:42;10.03.2020 07:19:35
35217185;10.03.2020 07:22:08;10.03.2020 19:21:07
35217188;10.03.2020 15:52:59;11.03.2020 00:53:52
35217195;10.03.2020 07:12:12;10.03.2020 15:57:41
35217206;10.03.2020 11:48:58;10.03.2020 16:05:15
35217207;10.03.2020 05:44:54;10.03.2020 13:01:01
35217210;10.03.2020 14:51:11;10.03.2020 22:18:47
35217218;10.03.2020 06:24:51;10.03.2020 14:14:13
35217226;10.03.2020 06:38:43;10.03.2020 15:53:37
35217228;10.03.2020 07:05:20;10.03.2020 22:18:32
35217242;10.03.2020 20:04:44;10.03.2020 21:36:10
35217245;10.03.2020 06:50:05;10.03.2020 15:11:31
35217253;10.03.2020 06:26:24;10.03.2020 17:50:39
35217260;10.03.2020 07:54:41;10.03.2020 17:21:25
35217270;10.03.2020 15:50:21;11.03.2020 00:15:20
35217279;10.03.2020 14:37:47;10.03.2020 21:37:47
35217281;10.03.2020 06:53:43;10.03.2020 14:54:21
35217287;10.03.2020 08:29:30;10.03.2020 14:01:43
35217289;10.03.2020 15:44:02;10.03.2020 22:04:07
35217291;10.03.2020 07:27:55;10.03.2020 15:31:48
35217295;10.03.2020 15:17:33;10.03.2020 21:36:46
35217296;10.03.2020 22:17:43;10.03.2020 23:24:51
35217298;10.03.2020 00:23:47;10.03.2020 03:43:15
35217300;10.03.2020 16:55:49;10.03.2020 21:26:40
35217309;10.03.2020 07:27:31;10.03.2020 15:13:17
35217310;10.03.2020 06:18:17;10.03.2020 15:03:06
35217311;10.03.2020 15:47:24;10.03.2020 23:34:44
35217312;10.03.2020 14:12:42;10.03.2020 23:08:46
35217316;10.03.2020 16:56:00;10.03.2020 21:04:01
35217319;10.03.2020 10:49:07;10.03.2020 18:39:56
35217341;10.03.2020 15:33:43;10.03.2020 16:29:28
35217349;10.03.2020 07:25:22;10.03.2020 22:22:54
35217350;10.03.2020 07:37:43;10.03.2020 15:14:55
35217351;10.03.2020 15:14:48;10.03.2020 22:04:01
35217353;10.03.2020 07:49:10;10.03.2020 14:51:04
35217355;10.03.2020 15:14:45;10.03.2020 20:58:14
35217373;10.03.2020 07:12:24;10.03.2020 17:05:36
35217377;10.03.2020 06:39:35;10.03.2020 14:06:31
35217379;10.03.2020 16:10:53;10.03.2020 20:16:15
35217380;10.03.2020 14:22:24;10.03.2020 23:00:53
35217390;10.03.2020 05:46:26;10.03.2020 16:41:44
35217394;10.03.2020 07:44:57;10.03.2020 13:38:59
35217397;10.03.2020 14:55:25;10.03.2020 21:45:13
35217400;10.03.2020 14:37:36;11.03.2020 00:40:30
35217401;10.03.2020 12:53:19;10.03.2020 15:29:39
35217414;10.03.2020 15:21:38;10.03.2020 20:13:18
35217420;10.03.2020 10:52:08;10.03.2020 18:01:09
35217421;10.03.2020 20:34:54;10.03.2020 22:00:03
35217422;10.03.2020 16:55:38;10.03.2020 20:37:37
35217439;10.03.2020 14:28:02;10.03.2020 21:49:15
35217450;10.03.2020 07:26:39;10.03.2020 13:28:57
35217451;10.03.2020 15:28:35;10.03.2020 23:51:51
35217465;10.03.2020 07:36:52;10.03.2020 12:40:26
35217466;10.03.2020 11:03:53;10.03.2020 15:01:52
35217479;10.03.2020 10:05:23;10.03.2020 18:32:45
35217480;10.03.2020 17:48:38;10.03.2020 23:35:45
35217490;10.03.2020 05:46:19;10.03.2020 16:15:32
35217496;10.03.2020 13:45:40;10.03.2020 21:15:43
35217498;10.03.2020 07:39:19;10.03.2020 16:40:18
35217514;10.03.2020 18:03:36;10.03.2020 23:17:47
35217516;10.03.2020 07:40:54;10.03.2020 15:54:34
35217523;10.03.2020 07:50:13;10.03.2020 16:22:15
35217533;10.03.2020 15:53:48;10.03.2020 20:00:54
35217534;10.03.2020 10:19:44;10.03.2020 16:26:11
35217544;10.03.2020 07:59:43;10.03.2020 14:55:35
35217545;10.03.2020 14:42:02;10.03.2020 22:22:08
35217562;10.03.2020 07:11:46;10.03.2020 16:13:57
35217564;10.03.2020 15:32:24;10.03.2020 20:33:53
35217579;10.03.2020 15:29:24;10.03.2020 21:07:17
35217581;10.03.2020 06:31:43;10.03.2020 15:56:16
35217587;10.03.2020 12:15:51;10.03.2020 18:14:14
35217588;10.03.2020 17:58:33;10.03.2020 22:27:32
35217591;10.03.2020 09:42:18;10.03.2020 13:53:16
35217592;10.03.2020 06:40:50;10.03.2020 15:14:46
35278635;11.03.2020 09:28:36;11.03.2020 14:51:37
35278636;11.03.2020 14:31:50;11.03.2020 20:14:47
35278646;11.03.2020 19:22:11;11.03.2020 23:18:01
35278648;11.03.2020 06:42:23;11.03.2020 15:54:20
35278649;11.03.2020 15:03:47;11.03.2020 22:43:34
35278656;11.03.2020 14:09:24;12.03.2020 00:06:54
35278659;11.03.2020 07:52:29;11.03.2020 14:44:58
35278660;11.03.2020 06:49:08;11.03.2020 16:28:10
35278666;11.03.2020 14:16:26;11.03.2020 22:27:48
35278673;11.03.2020 06:13:12;11.03.2020 16:07:22
35278680;11.03.2020 18:56:19;11.03.2020 22:08:32
35278686;11.03.2020 12:26:07;11.03.2020 19:10:01
35278688;11.03.2020 07:42:57;11.03.2020 20:30:59
35278701;11.03.2020 06:33:46;11.03.2020 16:27:35
35278719;11.03.2020 00:39:30;11.03.2020 06:03:35
35278721;11.03.2020 17:40:48;11.03.2020 23:59:23
35278723;11.03.2020 16:18:26;11.03.2020 23:22:48
35278724;11.03.2020 14:53:14;11.03.2020 21:42:34
35278725;11.03.2020 07:02:14;11.03.2020 15:46:21
35278726;11.03.2020 08:16:35;11.03.2020 14:07:13
35278734;11.03.2020 15:56:49;11.03.2020 23:27:34
35278739;11.03.2020 22:35:28;12.03.2020 00:12:54
35278748;11.03.2020 05:56:01;11.03.2020 15:56:19
35278755;11.03.2020 06:57:43;11.03.2020 14:09:47
35278760;11.03.2020 14:50:11;11.03.2020 21:40:26
35278764;11.03.2020 07:30:26;11.03.2020 14:46:40
35278765;11.03.2020 14:37:13;11.03.2020 21:19:13
35278773;11.03.2020 07:18:15;11.03.2020 18:57:16
35278781;11.03.2020 06:45:41;11.03.2020 10:39:20
35278782;11.03.2020 09:29:42;11.03.2020 16:11:59
35278789;11.03.2020 08:31:46;11.03.2020 16:58:23
35278804;11.03.2020 06:05:41;11.03.2020 18:00:57
35278811;11.03.2020 06:26:42;11.03.2020 21:47:26
35278817;11.03.2020 14:26:05;11.03.2020 21:39:27
35278819;11.03.2020 07:11:05;11.03.2020 13:29:56
35278822;11.03.2020 15:22:15;12.03.2020 00:41:38
35278823;11.03.2020 13:10:43;11.03.2020 16:48:22
35278825;11.03.2020 16:02:41;11.03.2020 21:16:26
35278833;11.03.2020 14:18:39;11.03.2020 22:30:33
35278836;11.03.2020 07:08:34;11.03.2020 14:06:27
35278842;11.03.2020 07:30:12;11.03.2020 14:05:02
35278843;11.03.2020 14:16:42;11.03.2020 23:31:12
35278844;11.03.2020 07:16:39;11.03.2020 12:57:27
35278847;11.03.2020 20:57:43;11.03.2020 22:24:49
35278855;11.03.2020 22:46:52;12.03.2020 00:13:28
35278856;11.03.2020 01:06:33;11.03.2020 04:57:44
35278857;11.03.2020 04:17:26;11.03.2020 07:08:44
35278863;11.03.2020 13:53:28;11.03.2020 22:20:58
35278872;11.03.2020 13:54:32;11.03.2020 16:55:48
35278873;11.03.2020 07:39:52;11.03.2020 15:15:45
35278874;11.03.2020 07:43:53;11.03.2020 16:13:14
35278885;11.03.2020 18:36:48;11.03.2020 19:36:24
35278906;11.03.2020 08:02:44;11.03.2020 14:33:27
35278911;11.03.2020 13:52:06;11.03.2020 22:46:04
35278922;11.03.2020 06:41:21;11.03.2020 15:48:41
35278923;11.03.2020 15:53:54;11.03.2020 22:31:03
35278938;11.03.2020 14:04:30;11.03.2020 22:22:49
35278939;11.03.2020 14:15:43;11.03.2020 19:27:40
35278940;11.03.2020 17:47:05;11.03.2020 23:02:39
35278943;11.03.2020 09:56:13;11.03.2020 15:51:12
35278945;11.03.2020 07:23:45;11.03.2020 14:36:30
35278953;11.03.2020 07:13:53;11.03.2020 13:35:54
35278954;11.03.2020 15:27:20;11.03.2020 21:47:26
35278960;11.03.2020 21:57:24;11.03.2020 23:16:19
35278964;11.03.2020 16:13:34;11.03.2020 22:24:48
35278975;11.03.2020 07:13:15;11.03.2020 14:27:51
35278976;11.03.2020 14:25:18;11.03.2020 22:26:35
35278988;11.03.2020 05:43:25;11.03.2020 17:29:23
35278992;11.03.2020 07:44:48;11.03.2020 13:20:52
35278994;11.03.2020 13:28:18;11.03.2020 23:29:03
35279005;11.03.2020 12:27:25;11.03.2020 16:36:39
35279006;11.03.2020 14:50:33;11.03.2020 21:38:30
35279015;11.03.2020 20:08:35;11.03.2020 23:31:43
35279018;11.03.2020 12:40:45;11.03.2020 21:08:33
35279022;11.03.2020 15:22:37;11.03.2020 20:20:56
35279023;11.03.2020 19:46:01;12.03.2020 01:19:32
35279031;11.03.2020 15:08:12;11.03.2020 20:07:23
35279032;11.03.2020 19:05:32;11.03.2020 23:10:36
35279036;11.03.2020 13:03:11;11.03.2020 18:06:40
35279037;11.03.2020 09:14:49;11.03.2020 16:08:56
35279038;11.03.2020 17:23:36;11.03.2020 21:35:49
35279048;11.03.2020 20:27:49;11.03.2020 22:03:49
35279065;11.03.2020 06:28:21;11.03.2020 15:56:52
35279073;11.03.2020 14:14:20;12.03.2020 00:06:12
35279074;11.03.2020 07:17:14;11.03.2020 15:32:14
35279078;11.03.2020 08:39:31;11.03.2020 15:16:44
35279082;11.03.2020 14:59:11;12.03.2020 00:00:56
35279090;11.03.2020 07:33:49;11.03.2020 16:31:04
35279102;11.03.2020 07:18:26;11.03.2020 14:28:21
35279104;11.03.2020 14:01:04;11.03.2020 23:04:15
35279114;11.03.2020 07:56:23;11.03.2020 18:44:39
35279120;11.03.2020 07:10:47;11.03.2020 16:32:17
35279130;11.03.2020 13:50:21;11.03.2020 23:43:21
35279140;11.03.2020 15:16:31;11.03.2020 21:49:51
35279141;11.03.2020 06:15:42;11.03.2020 14:47:25
35279143;11.03.2020 20:10:04;11.03.2020 21:42:47
35279167;11.03.2020 22:02:16;11.03.2020 22:52:38
35279173;11.03.2020 06:09:40;11.03.2020 14:35:05
35279183;11.03.2020 15:00:15;11.03.2020 21:24:45
35279202;11.03.2020 08:07:08;11.03.2020 17:32:39
35279204;11.03.2020 06:38:06;11.03.2020 13:54:53
35279205;11.03.2020 14:24:25;11.03.2020 23:21:50
35279207;11.03.2020 13:21:08;11.03.2020 23:00:18
35279219;11.03.2020 06:05:33;11.03.2020 16:27:11
35279227;11.03.2020 13:42:50;11.03.2020 19:21:31
35279238;11.03.2020 06:05:53;11.03.2020 14:26:49
35279244;11.03.2020 20:10:41;11.03.2020 21:06:43
35279245;11.03.2020 02:36:30;11.03.2020 04:50:27
35279247;11.03.2020 14:59:40;11.03.2020 21:01:29
35279252;11.03.2020 01:28:53;11.03.2020 03:13:36
35279253;11.03.2020 14:48:56;11.03.2020 20:24:25
35279254;11.03.2020 19:33:28;12.03.2020 01:18:52
35279259;11.03.2020 08:00:25;11.03.2020 14:22:10
35279263;11.03.2020 14:10:16;11.03.2020 23:22:33
35279269;11.03.2020 15:18:50;11.03.2020 22:14:52
35279271;11.03.2020 06:30:06;11.03.2020 15:48:07
35279279;11.03.2020 21:58:29;11.03.2020 23:31:06
35279283;11.03.2020 04:49:51;11.03.2020 06:47:50
35279284;11.03.2020 02:04:39;11.03.2020 06:01:25
35279292;11.03.2020 07:37:21;11.03.2020 14:28:17
35279294;11.03.2020 14:53:37;11.03.2020 21:22:54
35279306;11.03.2020 06:10:24;11.03.2020 19:32:53
35279309;11.03.2020 06:53:50;11.03.2020 10:20:19
35279310;11.03.2020 09:41:56;11.03.2020 16:42:22
35279311;11.03.2020 16:04:17;11.03.2020 19:37:57
35279318;11.03.2020 21:13:48;11.03.2020 23:00:07
35279329;11.03.2020 15:37:48;12.03.2020 00:22:43
35279330;11.03.2020 01:36:44;11.03.2020 05:17:32
35279345;11.03.2020 07:45:23;11.03.2020 18:26:14
35279350;11.03.2020 05:57:13;11.03.2020 15:59:15
35279366;11.03.2020 15:43:22;11.03.2020 22:57:45
35279367;11.03.2020 06:28:25;11.03.2020 15:13:59
35279371;11.03.2020 06:41:04;11.03.2020 18:19:47
35279384;11.03.2020 13:44:47;11.03.2020 23:27:38
35279385;11.03.2020 06:49:08;11.03.2020 14:06:59
35279388;11.03.2020 07:11:40;11.03.2020 18:08:54
35279400;11.03.2020 10:18:44;11.03.2020 20:32:13
35279407;11.03.2020 07:17:05;11.03.2020 19:53:42
35279412;11.03.2020 07:01:28;11.03.2020 16:02:53
35279427;11.03.2020 15:26:33;12.03.2020 00:16:36
35279431;11.03.2020 03:24:22;11.03.2020 06:00:25
35279433;11.03.2020 19:44:51;11.03.2020 21:06:39
35279439;11.03.2020 14:11:33;11.03.2020 21:27:14
35279440;11.03.2020 07:06:29;11.03.2020 15:17:17
35279452;11.03.2020 07:34:58;11.03.2020 15:37:47
35279453;11.03.2020 15:21:12;11.03.2020 22:26:47
35279458;11.03.2020 07:53:31;11.03.2020 17:54:58
35279469;11.03.2020 07:17:49;11.03.2020 16:40:06
35279470;11.03.2020 16:01:58;11.03.2020 21:25:47
35279476;11.03.2020 06:06:50;11.03.2020 15:10:07
35279478;11.03.2020 14:26:41;11.03.2020 21:35:54
35279481;11.03.2020 07:50:23;11.03.2020 16:04:51
35279482;11.03.2020 16:40:11;11.03.2020 21:38:45
35279483;11.03.2020 22:22:35;11.03.2020 23:35:21
35279484;11.03.2020 15:35:58;11.03.2020 21:54:10
35279497;11.03.2020 15:37:57;12.03.2020 01:29:47
35279507;11.03.2020 14:14:49;11.03.2020 23:27:12
35279513;11.03.2020 06:40:50;11.03.2020 13:39:13
35279520;11.03.2020 13:30:32;11.03.2020 23:53:38
35279530;11.03.2020 07:11:16;11.03.2020 13:31:46
35279539;11.03.2020 15:16:34;11.03.2020 23:07:00
35279547;11.03.2020 12:52:03;11.03.2020 16:09:03
35279549;11.03.2020 07:39:37;11.03.2020 22:28:14
35279552;11.03.2020 09:06:51;11.03.2020 13:35:32
35279554;11.03.2020 14:54:11;11.03.2020 22:45:14
35279558;11.03.2020 15:22:01;11.03.2020 23:04:13
35279563;11.03.2020 07:32:29;11.03.2020 15:10:03
35279574;11.03.2020 06:56:45;11.03.2020 18:58:24
35279577;11.03.2020 13:57:42;11.03.2020 20:31:00
35279582;11.03.2020 11:36:58;11.03.2020 14:53:52
35279589;11.03.2020 05:56:01;11.03.2020 16:19:13
35279597;11.03.2020 07:12:51;11.03.2020 14:31:16
35279599;11.03.2020 15:26:52;11.03.2020 23:45:35
35279610;11.03.2020 21:09:07;11.03.2020 22:38:51
35279611;11.03.2020 15:40:36;11.03.2020 21:45:12
35279614;11.03.2020 07:38:38;11.03.2020 13:04:51
35279615;11.03.2020 11:55:39;11.03.2020 17:03:38
35279624;11.03.2020 14:20:48;11.03.2020 22:57:00
35279631;11.03.2020 10:50:37;11.03.2020 15:55:59
35279632;11.03.2020 16:13:09;11.03.2020 20:43:25
35279634;11.03.2020 20:06:26;11.03.2020 23:15:04
35279646;11.03.2020 14:32:49;11.03.2020 22:03:28
35279653;11.03.2020 08:47:56;11.03.2020 16:39:39
35279670;11.03.2020 15:48:43;11.03.2020 23:24:01
35279671;11.03.2020 07:36:02;11.03.2020 15:29:46
35279679;11.03.2020 05:44:56;11.03.2020 17:23:28
35279694;11.03.2020 13:51:03;11.03.2020 22:23:55
35279698;11.03.2020 07:54:21;11.03.2020 13:27:51
35279705;11.03.2020 08:07:18;11.03.2020 19:55:32
35279713;11.03.2020 07:34:52;11.03.2020 21:19:54
35279721;11.03.2020 14:38:23;11.03.2020 19:52:58
35279724;11.03.2020 10:22:52;11.03.2020 16:03:04
35279727;11.03.2020 15:54:13;11.03.2020 23:37:18
35279736;11.03.2020 06:32:46;11.03.2020 16:31:15
35279745;11.03.2020 07:05:11;11.03.2020 16:48:02
35279755;11.03.2020 21:40:48;11.03.2020 22:53:37
35279812;12.03.2020 08:07:43;12.03.2020 15:35:10
35279816;12.03.2020 15:06:15;12.03.2020 23:21:46
35279819;12.03.2020 13:23:07;12.03.2020 22:18:27
35279828;12.03.2020 06:11:16;12.03.2020 16:35:46
35279833;12.03.2020 16:05:31;12.03.2020 19:43:37
35279834;12.03.2020 18:36:08;12.03.2020 23:55:39
35279835;12.03.2020 06:24:35;12.03.2020 17:05:43
35279839;12.03.2020 09:09:49;12.03.2020 15:25:24
35279850;12.03.2020 08:16:25;12.03.2020 17:38:34
35279851;12.03.2020 17:35:15;12.03.2020 20:02:56
35279855;12.03.2020 20:39:49;13.03.2020 00:54:47
35279857;12.03.2020 06:29:21;12.03.2020 14:59:36
35279874;12.03.2020 12:56:20;12.03.2020 14:08:25
35279876;12.03.2020 12:53:20;12.03.2020 17:46:20
35279880;12.03.2020 16:03:36;12.03.2020 23:25:43
35279887;12.03.2020 00:05:04;12.03.2020 07:09:54
35279889;12.03.2020 17:06:37;12.03.2020 23:10:48
35279892;12.03.2020 12:41:25;12.03.2020 18:45:14
35279893;12.03.2020 17:13:52;12.03.2020 22:21:52
35279897;12.03.2020 06:42:32;12.03.2020 16:57:09
35279903;12.03.2020 14:46:47;12.03.2020 22:53:17
35279905;12.03.2020 06:56:09;12.03.2020 14:16:05
35279923;12.03.2020 06:13:23;12.03.2020 14:50:04
35279929;12.03.2020 13:55:38;12.03.2020 23:53:08
35279933;12.03.2020 08:08:28;12.03.2020 13:56:07
35279934;12.03.2020 14:20:31;12.03.2020 22:41:31
